ClientName,OwnerRepo,CommitSha,LibraryOld,LibraryNew,Match Results,Time,GitHubRepo,NumberOfMatchedMethods,Number of Times the Library is Used in the Client
cosyan-0.0.1-SNAPSHOT,gsvigruha/cosyan,022c42dfc9e44bf258736313ba5954c67e13803a,commonmark-0.11.0,commonmark-0.17.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commonmark-0.11.0#commonmark-0.17.0#cosyan-0.0.1-SNAPSHOT.json,2025-08-14 21:43:35.675491,github.com/gsvigruha/cosyan,1,9
DiceRelevancyFeedback-1.0,DiceTechJobs/RelevancyFeedback,a0b20d830d6fe9e9e1b55a620b91fcbb56aa5109,lucene-analyzers-common-6.3.0,lucene-analyzers-common-8.11.4,github.com/vinayaksh42/UncheckedException/tree/main/Match/lucene-analyzers-common-6.3.0#lucene-analyzers-common-8.11.4#DiceRelevancyFeedback-1.0.json,2025-08-14 21:44:18.140479,github.com/DiceTechJobs/RelevancyFeedback,5,9
DiceRelevancyFeedback-1.0,DiceTechJobs/RelevancyFeedback,a0b20d830d6fe9e9e1b55a620b91fcbb56aa5109,slf4j-api-1.7.7,slf4j-api-2.0.13,github.com/vinayaksh42/UncheckedException/tree/main/Match/slf4j-api-1.7.7#slf4j-api-2.0.13#DiceRelevancyFeedback-1.0.json,2025-08-14 21:44:35.928771,github.com/DiceTechJobs/RelevancyFeedback,2,3
DiceRelevancyFeedback-1.0,DiceTechJobs/RelevancyFeedback,a0b20d830d6fe9e9e1b55a620b91fcbb56aa5109,commons-io-2.5,commons-io-2.17.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-io-2.5#commons-io-2.17.0#DiceRelevancyFeedback-1.0.json,2025-08-14 21:44:42.634933,github.com/DiceTechJobs/RelevancyFeedback,0,1
DiceRelevancyFeedback-1.0,DiceTechJobs/RelevancyFeedback,a0b20d830d6fe9e9e1b55a620b91fcbb56aa5109,solr-core-6.3.0,solr-core-9.9.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/solr-core-6.3.0#solr-core-9.9.0#DiceRelevancyFeedback-1.0.json,2025-08-14 21:44:57.596527,github.com/DiceTechJobs/RelevancyFeedback,0,114
DiceRelevancyFeedback-1.0,DiceTechJobs/RelevancyFeedback,a0b20d830d6fe9e9e1b55a620b91fcbb56aa5109,solr-solrj-6.3.0,solr-solrj-9.9.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/solr-solrj-6.3.0#solr-solrj-9.9.0#DiceRelevancyFeedback-1.0.json,2025-08-14 21:45:08.352606,github.com/DiceTechJobs/RelevancyFeedback,0,95
DiceRelevancyFeedback-1.0,DiceTechJobs/RelevancyFeedback,a0b20d830d6fe9e9e1b55a620b91fcbb56aa5109,lucene-queries-6.3.0,lucene-queries-10.2.2,github.com/vinayaksh42/UncheckedException/tree/main/Match/lucene-queries-6.3.0#lucene-queries-10.2.2#DiceRelevancyFeedback-1.0.json,2025-08-14 21:45:13.450248,github.com/DiceTechJobs/RelevancyFeedback,0,8
DiceRelevancyFeedback-1.0,DiceTechJobs/RelevancyFeedback,a0b20d830d6fe9e9e1b55a620b91fcbb56aa5109,lucene-core-6.3.0,lucene-core-10.2.2,github.com/vinayaksh42/UncheckedException/tree/main/Match/lucene-core-6.3.0#lucene-core-10.2.2#DiceRelevancyFeedback-1.0.json,2025-08-14 21:45:23.514835,github.com/DiceTechJobs/RelevancyFeedback,0,95
spring-microservice-ddd-1.0,EalenXie/springcloud-microservice-ddd,78ee96b893197e1d36ff2b6d3e633c08bba75284,mybatis-plus-extension-3.3.2,mybatis-plus-extension-3.5.12,github.com/vinayaksh42/UncheckedException/tree/main/Match/mybatis-plus-extension-3.3.2#mybatis-plus-extension-3.5.12#spring-microservice-ddd-1.0.json,2025-08-14 21:45:46.446747,github.com/EalenXie/springcloud-microservice-ddd,0,3
depview-0.2-SNAPSHOT,nettee/DepView,8c708fabb1369a2c929348d687f77dace0189529,commons-lang3-3.7,commons-lang3-3.18.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang3-3.7#commons-lang3-3.18.0#depview-0.2-SNAPSHOT.json,2025-08-14 21:54:18.417086,github.com/nettee/DepView,0,7
depview-0.2-SNAPSHOT,nettee/DepView,8c708fabb1369a2c929348d687f77dace0189529,config-1.3.1,config-1.4.4,github.com/vinayaksh42/UncheckedException/tree/main/Match/config-1.3.1#config-1.4.4#depview-0.2-SNAPSHOT.json,2025-08-14 21:54:35.972319,github.com/nettee/DepView,1,18
depview-0.2-SNAPSHOT,nettee/DepView,8c708fabb1369a2c929348d687f77dace0189529,gson-2.8.2,gson-2.13.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/gson-2.8.2#gson-2.13.1#depview-0.2-SNAPSHOT.json,2025-08-14 21:54:37.656398,github.com/nettee/DepView,0,4
kafka-metrics-reporter-1.2.1,krux/kafka-metrics-reporter,482b8e9762e654a70e741c01ef5db722389fc80e,kafka_2.9.2-0.8.1.1,kafka_2.9.2-0.8.2.2,github.com/vinayaksh42/UncheckedException/tree/main/Match/kafka_2.9.2-0.8.1.1#kafka_2.9.2-0.8.2.2#kafka-metrics-reporter-1.2.1.json,2025-08-14 21:55:34.369004,github.com/krux/kafka-metrics-reporter,2,26
redis-game-transaction-1.8.010,jwpttcg66/redis-game-transaction,9d6f01f260523dc8c01194c8c793d13c7c8cbdc1,jdom-1.1.3,jdom-2.0.2,github.com/vinayaksh42/UncheckedException/tree/main/Match/jdom-1.1.3#jdom-2.0.2#redis-game-transaction-1.8.010.json,2025-08-14 21:55:50.252118,github.com/jwpttcg66/redis-game-transaction,0,34
redis-game-transaction-1.8.010,jwpttcg66/redis-game-transaction,9d6f01f260523dc8c01194c8c793d13c7c8cbdc1,jedis-2.9.0,jedis-6.1.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/jedis-2.9.0#jedis-6.1.0#redis-game-transaction-1.8.010.json,2025-08-14 21:57:14.263928,github.com/jwpttcg66/redis-game-transaction,1,36
sonar-stash-plugin-1.7.0-SNAPSHOT,AmadeusITGroup/sonar-stash,,json-simple-3.1.0,json-simple-4.0.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/json-simple-3.1.0#json-simple-4.0.1#sonar-stash-plugin-1.7.0-SNAPSHOT.json,2025-08-14 22:10:10.905884,github.com/AmadeusITGroup/sonar-stash,0,11
sonar-stash-plugin-1.7.0-SNAPSHOT,AmadeusITGroup/sonar-stash,,async-http-client-2.8.1,async-http-client-3.0.2,github.com/vinayaksh42/UncheckedException/tree/main/Match/async-http-client-2.8.1#async-http-client-3.0.2#sonar-stash-plugin-1.7.0-SNAPSHOT.json,2025-08-14 22:14:27.418759,github.com/AmadeusITGroup/sonar-stash,1,23
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,,hadoop-core-1.1.1,hadoop-core-1.2.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/hadoop-core-1.1.1#hadoop-core-1.2.1#mrdpatterns-1.0-SNAPSHOT.json,2025-08-14 22:22:23.488666,github.com/cfeduke/mrdpatterns,36,466
shadowsocks-java-1.0-SNAPSHOT,zhihengjiang/shadowsocks-java,f32f83ffb3543d3fa6aba9bf9aca1a8c0114f828,slf4j-api-1.7.22,slf4j-api-2.0.17,github.com/vinayaksh42/UncheckedException/tree/main/Match/slf4j-api-1.7.22#slf4j-api-2.0.17#shadowsocks-java-1.0-SNAPSHOT.json,2025-08-14 22:23:50.364735,github.com/zhihengjiang/shadowsocks-java,0,21
shadowsocks-java-1.0-SNAPSHOT,zhihengjiang/shadowsocks-java,f32f83ffb3543d3fa6aba9bf9aca1a8c0114f828,gson-2.8.5,gson-2.13.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/gson-2.8.5#gson-2.13.1#shadowsocks-java-1.0-SNAPSHOT.json,2025-08-14 22:23:59.025873,github.com/zhihengjiang/shadowsocks-java,0,5
shadowsocks-java-1.0-SNAPSHOT,zhihengjiang/shadowsocks-java,f32f83ffb3543d3fa6aba9bf9aca1a8c0114f828,netty-all-4.1.42.Final,netty-all-5.0.0.Alpha2,github.com/vinayaksh42/UncheckedException/tree/main/Match/netty-all-4.1.42.Final#netty-all-5.0.0.Alpha2#shadowsocks-java-1.0-SNAPSHOT.json,2025-08-14 22:29:31.316917,github.com/zhihengjiang/shadowsocks-java,4,114
shadowsocks-java-1.0-SNAPSHOT,zhihengjiang/shadowsocks-java,f32f83ffb3543d3fa6aba9bf9aca1a8c0114f828,bcprov-jdk15on-1.56,bcprov-jdk15on-1.70,github.com/vinayaksh42/UncheckedException/tree/main/Match/bcprov-jdk15on-1.56#bcprov-jdk15on-1.70#shadowsocks-java-1.0-SNAPSHOT.json,2025-08-14 22:30:00.922805,github.com/zhihengjiang/shadowsocks-java,7,16
twitter-crawler-0.5,fra82/twitter-crawler,49cca55bf2201b4338bc157dca685c708cc10d7c,twitter4j-core-4.0.6,twitter4j-core-4.1.2,github.com/vinayaksh42/UncheckedException/tree/main/Match/twitter4j-core-4.0.6#twitter4j-core-4.1.2#twitter-crawler-0.5.json,2025-08-14 22:38:48.227742,github.com/fra82/twitter-crawler,0,191
WechatSpider,wenguan0927/WechatSpider,83317cf5004cdb648889f97beb43f00375d67c07,webmagic-core-0.7.3,webmagic-core-1.0.3,github.com/vinayaksh42/UncheckedException/tree/main/Match/webmagic-core-0.7.3#webmagic-core-1.0.3#WechatSpider.json,2025-08-14 22:46:32.054301,github.com/wenguan0927/WechatSpider,0,25
WechatSpider,wenguan0927/WechatSpider,83317cf5004cdb648889f97beb43f00375d67c07,hanlp-portable-1.6.8,hanlp-portable-1.8.6,github.com/vinayaksh42/UncheckedException/tree/main/Match/hanlp-portable-1.6.8#hanlp-portable-1.8.6#WechatSpider.json,2025-08-14 22:46:43.016350,github.com/wenguan0927/WechatSpider,0,1
WechatSpider,wenguan0927/WechatSpider,83317cf5004cdb648889f97beb43f00375d67c07,webmagic-extension-0.7.3,webmagic-extension-1.0.3,github.com/vinayaksh42/UncheckedException/tree/main/Match/webmagic-extension-0.7.3#webmagic-extension-1.0.3#WechatSpider.json,2025-08-14 22:46:48.532074,github.com/wenguan0927/WechatSpider,0,4
WechatSpider,wenguan0927/WechatSpider,83317cf5004cdb648889f97beb43f00375d67c07,httpcore-4.4.4,httpcore-4.4.13,github.com/vinayaksh42/UncheckedException/tree/main/Match/httpcore-4.4.4#httpcore-4.4.13#WechatSpider.json,2025-08-14 22:46:50.028676,github.com/wenguan0927/WechatSpider,0,8
WechatSpider,wenguan0927/WechatSpider,83317cf5004cdb648889f97beb43f00375d67c07,commons-lang3-3.1,commons-lang3-3.12.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang3-3.1#commons-lang3-3.12.0#WechatSpider.json,2025-08-14 22:46:57.717244,github.com/wenguan0927/WechatSpider,0,1
DovakinMQ-1.0-SNAPSHOT,Dovakin-IO/DovakinMQ,ae43de3a5c7a761167c3828ded98f6a14e558b2a,netty-all-4.1.13.Final,netty-all-5.0.0.Alpha2,github.com/vinayaksh42/UncheckedException/tree/main/Match/netty-all-4.1.13.Final#netty-all-5.0.0.Alpha2#DovakinMQ-1.0-SNAPSHOT.json,2025-08-14 22:54:13.939417,github.com/Dovakin-IO/DovakinMQ,4,144
tiny-spring-1.0-SNAPSHOT,9527dong/tiny-spring,69e3d28cf3c244fb382c9ec93913dd5cad253ef7,commons-beanutils-1.9.3,commons-beanutils-1.11.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-beanutils-1.9.3#commons-beanutils-1.11.0#tiny-spring-1.0-SNAPSHOT.json,2025-08-14 23:04:58.574295,github.com/9527dong/tiny-spring,1,1
tiny-spring-1.0-SNAPSHOT,9527dong/tiny-spring,69e3d28cf3c244fb382c9ec93913dd5cad253ef7,cglib-2.2.2,cglib-3.3.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/cglib-2.2.2#cglib-3.3.0#tiny-spring-1.0-SNAPSHOT.json,2025-08-14 23:10:55.902207,github.com/9527dong/tiny-spring,2,2
tiny-spring-1.0-SNAPSHOT,9527dong/tiny-spring,69e3d28cf3c244fb382c9ec93913dd5cad253ef7,dom4j-2.1.1,dom4j-2.2.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/dom4j-2.1.1#dom4j-2.2.0#tiny-spring-1.0-SNAPSHOT.json,2025-08-14 23:11:03.363513,github.com/9527dong/tiny-spring,0,14
wifi_positioning-0.0.1-SNAPSHOT,johannnovak/wifi_positioning_sytem,0680a0d927545ddeeade268b0aff9b60d2e7a8c9,hibernate-core-4.1.9.Final,hibernate-core-7.1.0.Final,github.com/vinayaksh42/UncheckedException/tree/main/Match/hibernate-core-4.1.9.Final#hibernate-core-7.1.0.Final#wifi_positioning-0.0.1-SNAPSHOT.json,2025-08-14 23:15:15.656748,github.com/johannnovak/wifi_positioning_sytem,0,45
wifi_positioning-0.0.1-SNAPSHOT,johannnovak/wifi_positioning_sytem,0680a0d927545ddeeade268b0aff9b60d2e7a8c9,logback-classic-1.1.3,logback-classic-1.5.18,github.com/vinayaksh42/UncheckedException/tree/main/Match/logback-classic-1.1.3#logback-classic-1.5.18#wifi_positioning-0.0.1-SNAPSHOT.json,2025-08-14 23:15:18.459644,github.com/johannnovak/wifi_positioning_sytem,0,2
ripme-1.5.0,4pr0n/ripme,351b58ce22974c9b7bc290e0afe0d9c3f4133a0c,jsoup-1.8.1,jsoup-1.21.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/jsoup-1.8.1#jsoup-1.21.1#ripme-1.5.0.json,2025-08-14 23:19:57.712232,github.com/4pr0n/ripme,1,458
ripme-1.5.0,4pr0n/ripme,351b58ce22974c9b7bc290e0afe0d9c3f4133a0c,commons-cli-1.2,commons-cli-1.10.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-cli-1.2#commons-cli-1.10.0#ripme-1.5.0.json,2025-08-14 23:20:12.686566,github.com/4pr0n/ripme,13,35
ripme-1.5.0,4pr0n/ripme,351b58ce22974c9b7bc290e0afe0d9c3f4133a0c,commons-configuration-1.7,commons-configuration-1.10,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-configuration-1.7#commons-configuration-1.10#ripme-1.5.0.json,2025-08-14 23:20:24.107510,github.com/4pr0n/ripme,2,2
cassandra-tutorial-1.0-SNAPSHOT,zznate/cassandra-tutorial,8f49235993f5ad4013484c1e748f1da7b1c2999e,hector-core-1.0-2,hector-core-1.0-5,github.com/vinayaksh42/UncheckedException/tree/main/Match/hector-core-1.0-2#hector-core-1.0-5#cassandra-tutorial-1.0-SNAPSHOT.json,2025-08-14 23:27:04.904229,github.com/zznate/cassandra-tutorial,12,270
api4j-1.1.0,shijiawei110/api4j,80271dfe56b9b9fca56878e62befb66058cd907e,commons-lang3-3.7,commons-lang3-3.18.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang3-3.7#commons-lang3-3.18.0#api4j-1.1.0.json,2025-08-14 23:27:37.140726,github.com/shijiawei110/api4j,0,51
natcross2-2.3.2,Pluto-Whong/natcross2,505da5d623c9a1b3dcffe33ad7796057f609b744,fastjson-2.0.9,fastjson-2.0.58,github.com/vinayaksh42/UncheckedException/tree/main/Match/fastjson-2.0.9#fastjson-2.0.58#natcross2-2.3.2.json,2025-08-14 23:38:01.193151,github.com/Pluto-Whong/natcross2,5,35
testng-rules-1.0-SNAPSHOT,wolfs/testng-rules,7913601eca68d72340f3663631bd6c65cc267685,testng-6.0.1,testng-7.11.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/testng-6.0.1#testng-7.11.0#testng-rules-1.0-SNAPSHOT.json,2025-08-14 23:39:50.546861,github.com/wolfs/testng-rules,0,20
entity-extractor-1.0.0,stucco/entity-extractor,db1a03c0712050613e3f96b80c3bb4bae80ade9c,opennlp-tools-1.6.0,opennlp-tools-2.5.5,github.com/vinayaksh42/UncheckedException/tree/main/Match/opennlp-tools-1.6.0#opennlp-tools-2.5.5#entity-extractor-1.0.0.json,2025-08-14 23:53:36.567074,github.com/stucco/entity-extractor,0,3
entity-extractor-1.0.0,stucco/entity-extractor,db1a03c0712050613e3f96b80c3bb4bae80ade9c,stanford-corenlp-3.4.1,stanford-corenlp-4.5.10,github.com/vinayaksh42/UncheckedException/tree/main/Match/stanford-corenlp-3.4.1#stanford-corenlp-4.5.10#entity-extractor-1.0.0.json,2025-08-14 23:54:56.788110,github.com/stucco/entity-extractor,0,22
dataflow-log-analytics-1.0-SNAPSHOT,GoogleCloudPlatform/processing-logs-using-dataflow,2020930cd26c5f7aa1af1d9304d023b9283fa8da,google-http-client-jackson2-1.20.0,google-http-client-jackson2-2.0.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/google-http-client-jackson2-1.20.0#google-http-client-jackson2-2.0.0#dataflow-log-analytics-1.0-SNAPSHOT.json,2025-08-14 23:55:33.991041,github.com/GoogleCloudPlatform/processing-logs-using-dataflow,0,2
dataflow-log-analytics-1.0-SNAPSHOT,GoogleCloudPlatform/processing-logs-using-dataflow,2020930cd26c5f7aa1af1d9304d023b9283fa8da,google-http-client-1.20.0,google-http-client-2.0.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/google-http-client-1.20.0#google-http-client-2.0.0#dataflow-log-analytics-1.0-SNAPSHOT.json,2025-08-14 23:55:42.146936,github.com/GoogleCloudPlatform/processing-logs-using-dataflow,1,1
mafia-maven-plugin-2.1.12-SNAPSHOT,sijpesteijn/mafia-maven-plugin,a0401b804b25be7767bb4561b87e8a4bae86c3cb,maven-common-artifact-filters-1.4,maven-common-artifact-filters-3.4.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/maven-common-artifact-filters-1.4#maven-common-artifact-filters-3.4.0#mafia-maven-plugin-2.1.12-SNAPSHOT.json,2025-08-14 23:58:06.160488,github.com/sijpesteijn/mafia-maven-plugin,0,1
mafia-maven-plugin-2.1.12-SNAPSHOT,sijpesteijn/mafia-maven-plugin,a0401b804b25be7767bb4561b87e8a4bae86c3cb,vtd-xml-2.13,vtd-xml-2.13.4,github.com/vinayaksh42/UncheckedException/tree/main/Match/vtd-xml-2.13#vtd-xml-2.13.4#mafia-maven-plugin-2.1.12-SNAPSHOT.json,2025-08-15 00:02:01.477577,github.com/sijpesteijn/mafia-maven-plugin,1,12
mafia-maven-plugin-2.1.12-SNAPSHOT,sijpesteijn/mafia-maven-plugin,a0401b804b25be7767bb4561b87e8a4bae86c3cb,plexus-utils-3.0.9,plexus-utils-4.0.2,github.com/vinayaksh42/UncheckedException/tree/main/Match/plexus-utils-3.0.9#plexus-utils-4.0.2#mafia-maven-plugin-2.1.12-SNAPSHOT.json,2025-08-15 00:02:08.689722,github.com/sijpesteijn/mafia-maven-plugin,0,3
mafia-maven-plugin-2.1.12-SNAPSHOT,sijpesteijn/mafia-maven-plugin,a0401b804b25be7767bb4561b87e8a4bae86c3cb,maven-dependency-tree-2.0,maven-dependency-tree-3.3.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/maven-dependency-tree-2.0#maven-dependency-tree-3.3.0#mafia-maven-plugin-2.1.12-SNAPSHOT.json,2025-08-15 00:02:10.259074,github.com/sijpesteijn/mafia-maven-plugin,0,3
mafia-maven-plugin-2.1.12-SNAPSHOT,sijpesteijn/mafia-maven-plugin,a0401b804b25be7767bb4561b87e8a4bae86c3cb,commons-io-2.4,commons-io-2.20.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-io-2.4#commons-io-2.20.0#mafia-maven-plugin-2.1.12-SNAPSHOT.json,2025-08-15 00:02:20.113002,github.com/sijpesteijn/mafia-maven-plugin,4,8
simple-kafka-producer-pool-1.0-SNAPSHOT,EdisonXu/simple-kafka-producer-pool,fd08083699cf2ac25125f6cecaa3c9146c7dd2f6,slf4j-api-1.6.3,slf4j-api-1.6.4,github.com/vinayaksh42/UncheckedException/tree/main/Match/slf4j-api-1.6.3#slf4j-api-1.6.4#simple-kafka-producer-pool-1.0-SNAPSHOT.json,2025-08-15 00:02:48.572608,github.com/EdisonXu/simple-kafka-producer-pool,2,8
simple-kafka-producer-pool-1.0-SNAPSHOT,EdisonXu/simple-kafka-producer-pool,fd08083699cf2ac25125f6cecaa3c9146c7dd2f6,curator-framework-1.0.1,curator-framework-1.3.3,github.com/vinayaksh42/UncheckedException/tree/main/Match/curator-framework-1.0.1#curator-framework-1.3.3#simple-kafka-producer-pool-1.0-SNAPSHOT.json,2025-08-15 00:02:55.168063,github.com/EdisonXu/simple-kafka-producer-pool,1,7
simple-kafka-producer-pool-1.0-SNAPSHOT,EdisonXu/simple-kafka-producer-pool,fd08083699cf2ac25125f6cecaa3c9146c7dd2f6,kafka_2.10-0.8.0,kafka_2.10-0.10.2.2,github.com/vinayaksh42/UncheckedException/tree/main/Match/kafka_2.10-0.8.0#kafka_2.10-0.10.2.2#simple-kafka-producer-pool-1.0-SNAPSHOT.json,2025-08-15 00:05:17.543226,github.com/EdisonXu/simple-kafka-producer-pool,4,7
simple-kafka-producer-pool-1.0-SNAPSHOT,EdisonXu/simple-kafka-producer-pool,fd08083699cf2ac25125f6cecaa3c9146c7dd2f6,curator-client-1.0.1,curator-client-1.3.3,github.com/vinayaksh42/UncheckedException/tree/main/Match/curator-client-1.0.1#curator-client-1.3.3#simple-kafka-producer-pool-1.0-SNAPSHOT.json,2025-08-15 00:05:23.247759,github.com/EdisonXu/simple-kafka-producer-pool,0,1
simple-kafka-producer-pool-1.0-SNAPSHOT,EdisonXu/simple-kafka-producer-pool,fd08083699cf2ac25125f6cecaa3c9146c7dd2f6,json-simple-1.1,json-simple-1.1.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/json-simple-1.1#json-simple-1.1.1#simple-kafka-producer-pool-1.0-SNAPSHOT.json,2025-08-15 00:05:34.401100,github.com/EdisonXu/simple-kafka-producer-pool,2,2
cbor-HEAD-SNAPSHOT,google/cbortree,63ffa8c81c77cfc929d607692da3ff29e91a2329,json-20180130,json-20250517,github.com/vinayaksh42/UncheckedException/tree/main/Match/json-20180130#json-20250517#cbor-HEAD-SNAPSHOT.json,2025-08-15 00:06:04.197460,github.com/google/cbortree,0,8
check-point-0.1.2,ckpoint/CheckPoint,2c2b1a87a88485d49ea6afa34acdf16ef4134f19,poi-3.17,poi-5.4.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/poi-3.17#poi-5.4.1#check-point-0.1.2.json,2025-08-15 00:10:18.704512,github.com/ckpoint/CheckPoint,2,43
jchatexchange-0.0.1-SNAPSHOT,Unihedro/JChatExchange,5b42788f4c3522989cb1da03eea329c8ce5a3fd0,jetty-websocket-8.1.15.v20140411,jetty-websocket-8.2.0.v20160908,github.com/vinayaksh42/UncheckedException/tree/main/Match/jetty-websocket-8.1.15.v20140411#jetty-websocket-8.2.0.v20160908#jchatexchange-0.0.1-SNAPSHOT.json,2025-08-15 00:13:08.908024,github.com/Unihedro/JChatExchange,0,5
fortee-1.2.0,Pscheidl/FortEE,07901b900a9d5ec175d6ffa7e2054b76a36a5e53,javaee-api-7.0,javaee-api-8.0.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/javaee-api-7.0#javaee-api-8.0.1#fortee-1.2.0.json,2025-08-15 00:18:03.903628,github.com/Pscheidl/FortEE,0,21
qagile-qainfolabs-0.0.1-SNAPSHOT,pnakhat/jbehave-selenium,d3b7e8fb66435f65aacdd7fc4f4e3d56ec29d8bf,selenium-ie-driver-2.19.0,selenium-ie-driver-4.35.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/selenium-ie-driver-2.19.0#selenium-ie-driver-4.35.0#qagile-qainfolabs-0.0.1-SNAPSHOT.json,2025-08-15 00:20:59.252327,github.com/pnakhat/jbehave-selenium,0,1
qagile-qainfolabs-0.0.1-SNAPSHOT,pnakhat/jbehave-selenium,d3b7e8fb66435f65aacdd7fc4f4e3d56ec29d8bf,selenium-api-2.19.0,selenium-api-4.35.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/selenium-api-2.19.0#selenium-api-4.35.0#qagile-qainfolabs-0.0.1-SNAPSHOT.json,2025-08-15 00:21:12.838794,github.com/pnakhat/jbehave-selenium,6,27
qagile-qainfolabs-0.0.1-SNAPSHOT,pnakhat/jbehave-selenium,d3b7e8fb66435f65aacdd7fc4f4e3d56ec29d8bf,selenium-firefox-driver-2.19.0,selenium-firefox-driver-4.35.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/selenium-firefox-driver-2.19.0#selenium-firefox-driver-4.35.0#qagile-qainfolabs-0.0.1-SNAPSHOT.json,2025-08-15 00:21:14.068641,github.com/pnakhat/jbehave-selenium,0,1
robotium-sandwich-1.0-SNAPSHOT,pwojnaro/robotium-sandwich,652a5eec3e890da6aff382cebc0bac6abf7ddd76,junit-4.11,junit-4.13.2,github.com/vinayaksh42/UncheckedException/tree/main/Match/junit-4.11#junit-4.13.2#robotium-sandwich-1.0-SNAPSHOT.json,2025-08-15 00:22:38.338467,github.com/pwojnaro/robotium-sandwich,0,5
robotium-sandwich-1.0-SNAPSHOT,pwojnaro/robotium-sandwich,652a5eec3e890da6aff382cebc0bac6abf7ddd76,robotium-solo-4.3,robotium-solo-5.6.3,github.com/vinayaksh42/UncheckedException/tree/main/Match/robotium-solo-4.3#robotium-solo-5.6.3#robotium-sandwich-1.0-SNAPSHOT.json,2025-08-15 00:22:48.416088,github.com/pwojnaro/robotium-sandwich,0,33
logback-redis-appender-1.1.7-SNAPSHOT,kmtong/logback-redis-appender,97ef3c512fbcf15983ec3d3fc6e214d75ae36674,logback-classic-1.2.3,logback-classic-1.5.18,github.com/vinayaksh42/UncheckedException/tree/main/Match/logback-classic-1.2.3#logback-classic-1.5.18#logback-redis-appender-1.1.7-SNAPSHOT.json,2025-08-15 00:33:17.127456,github.com/kmtong/logback-redis-appender,0,11
logback-redis-appender-1.1.7-SNAPSHOT,kmtong/logback-redis-appender,97ef3c512fbcf15983ec3d3fc6e214d75ae36674,logback-core-1.2.3,logback-core-1.5.18,github.com/vinayaksh42/UncheckedException/tree/main/Match/logback-core-1.2.3#logback-core-1.5.18#logback-redis-appender-1.1.7-SNAPSHOT.json,2025-08-15 00:33:18.870897,github.com/kmtong/logback-redis-appender,0,6
logback-redis-appender-1.1.7-SNAPSHOT,kmtong/logback-redis-appender,97ef3c512fbcf15983ec3d3fc6e214d75ae36674,jedis-3.1.0,jedis-6.1.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/jedis-3.1.0#jedis-6.1.0#logback-redis-appender-1.1.7-SNAPSHOT.json,2025-08-15 00:33:43.272686,github.com/kmtong/logback-redis-appender,0,7
protege.plugin.examples-2.0.0-SNAPSHOT,protegeproject/protege-plugin-examples,d879601324d0c45d99e0d0879219ef15763ced50,protege-editor-owl-5.0.0,protege-editor-owl-5.6.6,github.com/vinayaksh42/UncheckedException/tree/main/Match/protege-editor-owl-5.0.0#protege-editor-owl-5.6.6#protege.plugin.examples-2.0.0-SNAPSHOT.json,2025-08-15 01:01:57.003142,github.com/protegeproject/protege-plugin-examples,0,17
protege.plugin.examples-2.0.0-SNAPSHOT,protegeproject/protege-plugin-examples,d879601324d0c45d99e0d0879219ef15763ced50,slf4j-api-1.7.10,slf4j-api-1.7.36,github.com/vinayaksh42/UncheckedException/tree/main/Match/slf4j-api-1.7.10#slf4j-api-1.7.36#protege.plugin.examples-2.0.0-SNAPSHOT.json,2025-08-15 01:02:07.556817,github.com/protegeproject/protege-plugin-examples,0,5
